track_name,artist,album,duration,listeners,playcount,artist_tags
Smirnoff Ice,Yung Lean,,,143199,2029092,"Hip-Hop, cloud rap, sad"
Ghosttown,Yung Lean,,,137682,1494247,"Hip-Hop, cloud rap, sad"
Luxury,Azealia Banks,,,628775,8058943,"Hip-Hop, rap, electronic"
212,Azealia Banks,,,572188,7100720,"Hip-Hop, rap, electronic"
212 (feat. Lazy Jay),Azealia Banks,,,462968,5102102,"Hip-Hop, rap, electronic"
Liquorice,Azealia Banks,,,415699,4452818,"Hip-Hop, rap, electronic"
1991,Azealia Banks,,,369022,3573523,"Hip-Hop, rap, electronic"
Paradiso,Azealia Banks,,,223134,1146784,"Hip-Hop, rap, electronic"
THE BIG BIG BEAT,Azealia Banks,,,221093,2553762,"Hip-Hop, rap, electronic"
Count Contessa,Azealia Banks,,,219926,2013850,"Hip-Hop, rap, electronic"
Anna Wintour,Azealia Banks,,,216384,3242505,"Hip-Hop, rap, electronic"
Miss Camaraderie,Azealia Banks,,,185807,1526077,"Hip-Hop, rap, electronic"
I Love You So,The walters,,,1364442,20751952,"indie rock, indie, indie pop"
Sweet Marie,The walters,,,411238,2447815,"indie rock, indie, indie pop"
Fancy Shoes,The walters,,,161176,827351,"indie rock, indie, indie pop"
Goodbye Baby,The walters,,,122960,590495,"indie rock, indie, indie pop"
I Love You So - Acoustic,The walters,,,118563,609664,"indie rock, indie, indie pop"
Life,The walters,,,74591,331666,"indie rock, indie, indie pop"
Cottage Roads,The walters,,,72324,312780,"indie rock, indie, indie pop"
New Girl (Tom's Song),The walters,,,64520,362470,"indie rock, indie, indie pop"
She's Gonna Leave You,The walters,,,51378,300898,"indie rock, indie, indie pop"
What's Left,The walters,,,39810,193103,"indie rock, indie, indie pop"
Surround Sound (feat. 21 Savage & Baby Tate),Jid,,,741167,10622016,"rap, Hip-Hop, hip hop"
151 Rum,Jid,,,417012,5282656,"rap, Hip-Hop, hip hop"
Dance Now (feat. Kenny Mason),Jid,,,313515,4477269,"rap, Hip-Hop, hip hop"
Raydar,Jid,,,266812,3822559,"rap, Hip-Hop, hip hop"
Kody Blu 31,Jid,,,249516,3467219,"rap, Hip-Hop, hip hop"
Off Deez (with J. Cole),Jid,,,249185,3015129,"rap, Hip-Hop, hip hop"
Workin Out,Jid,,,238451,2638979,"rap, Hip-Hop, hip hop"
NEVER,Jid,,,224783,2470280,"rap, Hip-Hop, hip hop"
Stars (feat. Yasiin Bey),Jid,,,212123,2601853,"rap, Hip-Hop, hip hop"
Galaxy,Jid,,,202560,1340850,"rap, Hip-Hop, hip hop"
Careless Whisper,George Michael,,,1448188,11742781,"pop, 80s, soul"
Faith,George Michael,,,461320,1949736,"pop, 80s, soul"
Faith - Remastered,George Michael,,,413971,2072238,"pop, 80s, soul"
Jesus to a Child,George Michael,,,232232,1102339,"pop, 80s, soul"
Freedom! '90 - Remastered,George Michael,,,212148,1109027,"pop, 80s, soul"
Father Figure,George Michael,,,209008,904768,"pop, 80s, soul"
Careless Whisper - Remastered,George Michael,,,199740,833468,"pop, 80s, soul"
Freedom! '90,George Michael,,,197909,787801,"pop, 80s, soul"
Don't Let the Sun Go Down on Me,George Michael,,,150560,611473,"pop, 80s, soul"
One More Try,George Michael,,,146019,601747,"pop, 80s, soul"
Night Shift,Lucy Dacus,,,554010,8630521,"seen live, indie, singer-songwriter"
I Don't Wanna Be Funny Anymore,Lucy Dacus,,,251005,1934590,"seen live, indie, singer-songwriter"
Hot & Heavy,Lucy Dacus,,,250449,3147846,"seen live, indie, singer-songwriter"
Kissing Lessons,Lucy Dacus,,,187319,1399916,"seen live, indie, singer-songwriter"
Brando,Lucy Dacus,,,164982,2077438,"seen live, indie, singer-songwriter"
Please Stay,Lucy Dacus,,,139511,1644903,"seen live, indie, singer-songwriter"
VBS,Lucy Dacus,,,133155,1190141,"seen live, indie, singer-songwriter"
Christine,Lucy Dacus,,,123205,1304225,"seen live, indie, singer-songwriter"
Addictions,Lucy Dacus,,,122777,1059285,"seen live, indie, singer-songwriter"
Ankles,Lucy Dacus,,,122937,911560,"seen live, indie, singer-songwriter"
Sunday Morning,The Velvet Underground,,,1056227,8041912,"rock, classic rock, psychedelic"
Femme Fatale,The Velvet Underground,,,1012289,7841761,"rock, classic rock, psychedelic"
Pale Blue Eyes,The Velvet Underground,,,887437,6210665,"rock, classic rock, psychedelic"
Heroin,The Velvet Underground,,,803640,4681608,"rock, classic rock, psychedelic"
Venus in Furs,The Velvet Underground,,,786120,4755547,"rock, classic rock, psychedelic"
I'll Be Your Mirror,The Velvet Underground,,,743876,5105606,"rock, classic rock, psychedelic"
I'm Waiting for the Man,The Velvet Underground,,,734590,4218932,"rock, classic rock, psychedelic"
After Hours,The Velvet Underground,,,637533,4819757,"rock, classic rock, psychedelic"
There She Goes Again,The Velvet Underground,,,539174,2532506,"rock, classic rock, psychedelic"
Candy Says,The Velvet Underground,,,533459,3469379,"rock, classic rock, psychedelic"
Mary On A Cross,Ghost,,,734682,11219095,"heavy metal, Psychedelic Rock, doom metal"
Square Hammer,Ghost,,,381574,5432867,"heavy metal, Psychedelic Rock, doom metal"
Dance Macabre,Ghost,,,312789,4392904,"heavy metal, Psychedelic Rock, doom metal"
Cirice,Ghost,,,308192,4183849,"heavy metal, Psychedelic Rock, doom metal"
Year Zero,Ghost,,,248852,3248773,"heavy metal, Psychedelic Rock, doom metal"
Ritual,Ghost,,,242030,2877212,"heavy metal, Psychedelic Rock, doom metal"
Call Me Little Sunshine,Ghost,,,221259,2996315,"heavy metal, Psychedelic Rock, doom metal"
Rats,Ghost,,,205830,2875285,"heavy metal, Psychedelic Rock, doom metal"
Spillways,Ghost,,,193786,2848923,"heavy metal, Psychedelic Rock, doom metal"
Kiss The Go-Goat,Ghost,,,189622,2701659,"heavy metal, Psychedelic Rock, doom metal"
Paper Planes,M.I.A.,,,2013527,18817398,"Hip-Hop, electronic, female vocalists"
Bad Girls,M.I.A.,,,969439,8874551,"Hip-Hop, electronic, female vocalists"
Boyz,M.I.A.,,,338327,1925655,"Hip-Hop, electronic, female vocalists"
Jimmy,M.I.A.,,,328872,2107192,"Hip-Hop, electronic, female vocalists"
Bucky Done Gun,M.I.A.,,,296439,1838542,"Hip-Hop, electronic, female vocalists"
Bamboo Banga,M.I.A.,,,281734,1681008,"Hip-Hop, electronic, female vocalists"
Galang,M.I.A.,,,237959,1248132,"Hip-Hop, electronic, female vocalists"
XR2,M.I.A.,,,228805,1084912,"Hip-Hop, electronic, female vocalists"
XXXO,M.I.A.,,,224837,1908064,"Hip-Hop, electronic, female vocalists"
Pull Up the People,M.I.A.,,,213006,1026662,"Hip-Hop, electronic, female vocalists"
Wake Up in the Sky,Gucci Mane,,,756058,6562278,"Hip-Hop, rap, trap"
Independent Balling Like a Major #2,Gucci Mane,,,398057,665539,"Hip-Hop, rap, trap"
I Get the Bag (feat. Migos),Gucci Mane,,,314239,2369318,"Hip-Hop, rap, trap"
Trap House,Gucci Mane,,,274436,521144,"Hip-Hop, rap, trap"
Both (feat. Drake),Gucci Mane,,,244683,1889762,"Hip-Hop, rap, trap"
Lemonade,Gucci Mane,,,200253,1289382,"Hip-Hop, rap, trap"
That's All,Gucci Mane,,,185631,308450,"Hip-Hop, rap, trap"
Two Thangs,Gucci Mane,,,151171,234799,"Hip-Hop, rap, trap"
That's My Hood,Gucci Mane,,,150378,230137,"Hip-Hop, rap, trap"
Rumors (feat. Lil Durk),Gucci Mane,,,145036,1447957,"Hip-Hop, rap, trap"
No One Knows,Queens of the Stone Age,,,1631947,14818943,"Stoner Rock, rock, alternative rock"
Go With the Flow,Queens of the Stone Age,,,1238873,11997291,"Stoner Rock, rock, alternative rock"
Little Sister,Queens of the Stone Age,,,910872,7117530,"Stoner Rock, rock, alternative rock"
Make It Wit Chu,Queens of the Stone Age,,,687472,5893220,"Stoner Rock, rock, alternative rock"
First It Giveth,Queens of the Stone Age,,,675281,4989044,"Stoner Rock, rock, alternative rock"
3's & 7's,Queens of the Stone Age,,,579193,4276492,"Stoner Rock, rock, alternative rock"
I Sat by the Ocean,Queens of the Stone Age,,,547455,5057457,"Stoner Rock, rock, alternative rock"
The Lost Art of Keeping a Secret,Queens of the Stone Age,,,524443,3692752,"Stoner Rock, rock, alternative rock"
In My Head,Queens of the Stone Age,,,519686,3675512,"Stoner Rock, rock, alternative rock"
Feel Good Hit of the Summer,Queens of the Stone Age,,,516758,3350512,"Stoner Rock, rock, alternative rock"
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,,,601411,4836393,"Hip-Hop, rap, hip hop"
POPSTAR (feat. Drake),DJ Khaled,,,396064,3464956,"Hip-Hop, rap, hip hop"
"I'm the One (feat. Justin Bieber, Quavo, Chance The Rapper & Lil Wayne)",DJ Khaled,,,331804,1922523,"Hip-Hop, rap, hip hop"
GREECE (feat. Drake),DJ Khaled,,,301089,3125714,"Hip-Hop, rap, hip hop"
Expression freestyle,DJ Khaled,,,282922,574751,"Hip-Hop, rap, hip hop"
EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled,,,257919,3477742,"Hip-Hop, rap, hip hop"
NO SECRET (feat. Drake),DJ Khaled,,,257553,996006,"Hip-Hop, rap, hip hop"
STAYING ALIVE (feat. Drake & Lil Baby),DJ Khaled,,,230229,1631812,"Hip-Hop, rap, hip hop"
I'm On One,DJ Khaled,,,222120,1532155,"Hip-Hop, rap, hip hop"
No Brainer,DJ Khaled,,,182235,1031478,"Hip-Hop, rap, hip hop"
devil town,Cavetown,,,601823,7444028,"seen live, pop, indie"
Juliet,Cavetown,,,525670,5676613,"seen live, pop, indie"
Boys Will Be Bugs,Cavetown,,,440055,4344045,"seen live, pop, indie"
This is home,Cavetown,,,421067,4400497,"seen live, pop, indie"
Lemon Boy,Cavetown,,,295508,2768733,"seen live, pop, indie"
home,Cavetown,,,254669,2582653,"seen live, pop, indie"
Fool,Cavetown,,,252498,2424308,"seen live, pop, indie"
Meteor Shower,Cavetown,,,251485,2724249,"seen live, pop, indie"
Sweet Tooth,Cavetown,,,208402,2100594,"seen live, pop, indie"
Talk To Me,Cavetown,,,195189,1781098,"seen live, pop, indie"
Black Beatles,Rae Sremmurd,,,628221,4777388,"Hip-Hop, rap, hip hop"
This Could Be Us,Rae Sremmurd,,,603681,4921969,"Hip-Hop, rap, hip hop"
Swang,Rae Sremmurd,,,529995,4628258,"Hip-Hop, rap, hip hop"
No Type,Rae Sremmurd,,,486577,3279842,"Hip-Hop, rap, hip hop"
Come Get Her,Rae Sremmurd,,,445052,2722933,"Hip-Hop, rap, hip hop"
Throw Sum Mo,Rae Sremmurd,,,223687,1285689,"Hip-Hop, rap, hip hop"
Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd,,,175934,1413502,"Hip-Hop, rap, hip hop"
No Flex Zone,Rae Sremmurd,,,159287,781079,"Hip-Hop, rap, hip hop"
Look Alive,Rae Sremmurd,,,134131,849402,"Hip-Hop, rap, hip hop"
Guatemala - From Swaecation,Rae Sremmurd,,,117390,878481,"Hip-Hop, rap, hip hop"
i hope ur miserable until ur dead,Nessa Barrett,,,244631,2299614,"pop, pop rock, electronic"
die first,Nessa Barrett,,,243888,2537116,"pop, pop rock, electronic"
dying on the inside,Nessa Barrett,,,173190,2101305,"pop, pop rock, electronic"
p*rnstar,Nessa Barrett,,,154107,1420942,"pop, pop rock, electronic"
sincerely,Nessa Barrett,,,141481,585803,"pop, pop rock, electronic"
la di die (feat. jxdn),Nessa Barrett,,,124551,1170290,"pop, pop rock, electronic"
passenger princess,Nessa Barrett,,,111638,1202874,"pop, pop rock, electronic"
love looks pretty on you,Nessa Barrett,,,85354,533910,"pop, pop rock, electronic"
american jesus,Nessa Barrett,,,84353,821353,"pop, pop rock, electronic"
la di die (feat. Jaden Hossler),Nessa Barrett,,,84043,547021,"pop, pop rock, electronic"
Whatcha Say,Jason Derulo,,,622386,3252002,"rnb, pop, male vocalists"
In My Head,Jason Derulo,,,603030,2913445,"rnb, pop, male vocalists"
Ridin' Solo,Jason Derulo,,,488368,1937170,"rnb, pop, male vocalists"
Want To Want Me,Jason Derulo,,,306392,2240032,"rnb, pop, male vocalists"
Trumpets,Jason Derulo,,,244999,1309044,"rnb, pop, male vocalists"
Wiggle (feat. Snoop Dogg),Jason Derulo,,,229517,1179193,"rnb, pop, male vocalists"
Talk Dirty (feat. 2 Chainz),Jason Derulo,,,208491,1083257,"rnb, pop, male vocalists"
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,,,194967,1274790,"rnb, pop, male vocalists"
It Girl,Jason Derulo,,,164698,978073,"rnb, pop, male vocalists"
Don't Wanna Go Home,Jason Derulo,,,158977,936624,"rnb, pop, male vocalists"
GOOD LOYAL THOTS,Odetari,,,330192,4402529,"ass, hyperpop, Trash"
I LOVE YOU HOE (w/ 9lives),Odetari,,,314605,4250777,"ass, hyperpop, Trash"
GMFU (w/ 6arelyhuman),Odetari,,,312208,3918362,"ass, hyperpop, Trash"
NARCISSISTIC PERSONALITY DISORDER,Odetari,,,291717,4336086,"ass, hyperpop, Trash"
HYPNOTIC DATA,Odetari,,,262232,3224668,"ass, hyperpop, Trash"
KEEP UP,Odetari,,,250928,3043560,"ass, hyperpop, Trash"
LOOK DON’T TOUCH (w/ cade clair),Odetari,,,233887,2538841,"ass, hyperpop, Trash"
DICE AND ROLL,Odetari,,,152662,1796316,"ass, hyperpop, Trash"
BREAK A NECK (w/ Ayesha Erotica),Odetari,,,139461,1221593,"ass, hyperpop, Trash"
WET DREAMS (w/ Nimstarr),Odetari,,,137177,1431171,"ass, hyperpop, Trash"
Make You Mine,Madison Beer,,,472889,6469346,"pop, female vocalists, rnb"
Reckless,Madison Beer,,,443129,5513849,"pop, female vocalists, rnb"
Selfish,Madison Beer,,,359402,3861368,"pop, female vocalists, rnb"
Good in Goodbye,Madison Beer,,,323224,3783153,"pop, female vocalists, rnb"
Baby,Madison Beer,,,264367,3419434,"pop, female vocalists, rnb"
Home to Another One,Madison Beer,,,220066,3476617,"pop, female vocalists, rnb"
BOYSHIT,Madison Beer,,,218784,2696228,"pop, female vocalists, rnb"
Dead,Madison Beer,,,200165,1544750,"pop, female vocalists, rnb"
Hurts Like Hell (feat. Offset),Madison Beer,,,187603,1488006,"pop, female vocalists, rnb"
dear society,Madison Beer,,,186589,1860909,"pop, female vocalists, rnb"
Sativa,Jhené Aiko,,,567589,6662953,"rnb, soul, pop"
Stay Ready (What A Life),Jhené Aiko,,,377454,3620621,"rnb, soul, pop"
The Worst,Jhené Aiko,,,316937,2839080,"rnb, soul, pop"
While We're Young,Jhené Aiko,,,302709,2746067,"rnb, soul, pop"
Bed Peace,Jhené Aiko,,,288480,2360335,"rnb, soul, pop"
B.S. (feat. H.E.R.),Jhené Aiko,,,256998,2111949,"rnb, soul, pop"
P*$$Y Fairy (OTW),Jhené Aiko,,,249175,2194025,"rnb, soul, pop"
Stranger,Jhené Aiko,,,179194,2387754,"rnb, soul, pop"
Triggered (freestyle),Jhené Aiko,,,161640,1330160,"rnb, soul, pop"
Blue Dream,Jhené Aiko,,,157780,1398556,"rnb, soul, pop"
Call Me,Blondie,,,1271563,8214738,"new wave, 80s, rock"
Heart of Glass,Blondie,,,1096287,6520302,"new wave, 80s, rock"
One Way or Another,Blondie,,,885891,4757966,"new wave, 80s, rock"
Atomic,Blondie,,,501967,2741172,"new wave, 80s, rock"
Maria,Blondie,,,461968,2936643,"new wave, 80s, rock"
The Tide Is High,Blondie,,,386879,1643783,"new wave, 80s, rock"
Rapture,Blondie,,,384176,1766611,"new wave, 80s, rock"
Heart Of Glass - Special Mix,Blondie,,,374564,1928165,"new wave, 80s, rock"
Hanging on the Telephone,Blondie,,,364374,1904504,"new wave, 80s, rock"
Dreaming,Blondie,,,296165,1411346,"new wave, 80s, rock"
Blue Monday,New Order,,,1194134,8125405,"new wave, electronic, post-punk"
Bizarre Love Triangle,New Order,,,733031,6033222,"new wave, electronic, post-punk"
Ceremony,New Order,,,504071,3417264,"new wave, electronic, post-punk"
Age of Consent - 2015 Remaster,New Order,,,458628,4165296,"new wave, electronic, post-punk"
Temptation,New Order,,,442555,2781113,"new wave, electronic, post-punk"
True Faith,New Order,,,438191,2619987,"new wave, electronic, post-punk"
Blue Monday '88,New Order,,,355689,2002552,"new wave, electronic, post-punk"
Age of Consent,New Order,,,333321,2092094,"new wave, electronic, post-punk"
Regret,New Order,,,301818,1572066,"new wave, electronic, post-punk"
Crystal,New Order,,,291233,1889698,"new wave, electronic, post-punk"
Moth To A Flame (with The Weeknd),Swedish House Mafia,,,710385,10682412,"House, electronic, dance"
Don't You Worry Child - Radio Edit,Swedish House Mafia,,,599911,4233584,"House, electronic, dance"
Don't You Worry Child (Radio Edit) [feat. John Martin],Swedish House Mafia,,,395862,2795360,"House, electronic, dance"
Save the World,Swedish House Mafia,,,363541,2070472,"House, electronic, dance"
Greyhound,Swedish House Mafia,,,346516,2084633,"House, electronic, dance"
Heaven Takes You Home (feat. Connie Constance),Swedish House Mafia,,,189363,1482584,"House, electronic, dance"
Don't You Worry Child,Swedish House Mafia,,,185254,1221510,"House, electronic, dance"
One (Your Name),Swedish House Mafia,,,166578,894111,"House, electronic, dance"
Miami 2 Ibiza,Swedish House Mafia,,,165607,784436,"House, electronic, dance"
One (Radio Edit),Swedish House Mafia,,,155363,488905,"House, electronic, dance"
Dior,Pop Smoke,,,585197,7501702,"drill, rap, trap"
What You Know Bout Love,Pop Smoke,,,568379,6294196,"drill, rap, trap"
For The Night (feat. Lil Baby & DaBaby),Pop Smoke,,,550107,6087681,"drill, rap, trap"
Mood Swings (feat. Lil Tjay),Pop Smoke,,,379852,4292927,"drill, rap, trap"
Invincible,Pop Smoke,,,361066,4726776,"drill, rap, trap"
Element,Pop Smoke,,,358241,4574609,"drill, rap, trap"
Got It On Me,Pop Smoke,,,343142,4298507,"drill, rap, trap"
The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,,,330199,3268055,"drill, rap, trap"
Hello (feat. A Boogie wit da Hoodie),Pop Smoke,,,313360,3644257,"drill, rap, trap"
Get Back,Pop Smoke,,,292523,3602082,"drill, rap, trap"
after like,Ive,,,535132,15574027,"k-pop, pop, Kpop"
love dive,Ive,,,498626,16335913,"k-pop, pop, Kpop"
ELEVEN,Ive,,,406421,10764390,"k-pop, pop, Kpop"
I AM,Ive,,,405343,11018717,"k-pop, pop, Kpop"
Kitsch,Ive,,,288949,6285430,"k-pop, pop, Kpop"
Baddie,Ive,,,254779,5846752,"k-pop, pop, Kpop"
Off the Record,Ive,,,186948,4595087,"k-pop, pop, Kpop"
해야 (HEYA),Ive,,,180770,3520739,"k-pop, pop, Kpop"
Either Way,Ive,,,154418,3332546,"k-pop, pop, Kpop"
MY SATISFACTION,Ive,,,153396,2389994,"k-pop, pop, Kpop"
Mi Gente,J Balvin,,,508576,3348393,"mierda, Brutal Death Metal, shit"
LA CANCIÓN,J Balvin,,,404760,5111015,"mierda, Brutal Death Metal, shit"
QUE PRETENDES,J Balvin,,,230097,2145788,"mierda, Brutal Death Metal, shit"
UN DIA (ONE DAY) (Feat. Tainy),J Balvin,,,218701,2177802,"mierda, Brutal Death Metal, shit"
In Da Getto,J Balvin,,,214215,1310456,"mierda, Brutal Death Metal, shit"
Ginza,J Balvin,,,203877,1249832,"mierda, Brutal Death Metal, shit"
Mi Gente (feat. Beyoncé),J Balvin,,,188724,1013995,"mierda, Brutal Death Metal, shit"
Qué Más Pues?,J Balvin,,,170503,1497926,"mierda, Brutal Death Metal, shit"
Brillo,J Balvin,,,162440,1415570,"mierda, Brutal Death Metal, shit"
Safari,J Balvin,,,155408,910755,"mierda, Brutal Death Metal, shit"
Love Will Tear Us Apart,Joy Division,,,1429299,13454600,"post-punk, new wave, 80s"
Disorder - 2007 Remaster,Joy Division,,,723111,7728878,"post-punk, new wave, 80s"
Disorder,Joy Division,,,688245,6160737,"post-punk, new wave, 80s"
Transmission,Joy Division,,,678381,5438109,"post-punk, new wave, 80s"
Love Will Tear Us Apart - 2020 Remaster,Joy Division,,,676233,6060849,"post-punk, new wave, 80s"
She's Lost Control,Joy Division,,,654364,5769403,"post-punk, new wave, 80s"
Shadowplay,Joy Division,,,562103,4070531,"post-punk, new wave, 80s"
Atmosphere,Joy Division,,,558526,3893876,"post-punk, new wave, 80s"
New Dawn Fades,Joy Division,,,502599,3518987,"post-punk, new wave, 80s"
Digital,Joy Division,,,463871,2943332,"post-punk, new wave, 80s"
Let Go,Frou Frou,,,699811,5314938,"indie, electronic, female vocalists"
A New Kind Of Love - Demo,Frou Frou,,,511719,5567884,"indie, electronic, female vocalists"
Breathe In,Frou Frou,,,379377,2228883,"indie, electronic, female vocalists"
Must Be Dreaming,Frou Frou,,,309552,1871227,"indie, electronic, female vocalists"
Hear Me Out,Frou Frou,,,285838,1516232,"indie, electronic, female vocalists"
It's Good To Be In Love,Frou Frou,,,256681,1301662,"indie, electronic, female vocalists"
Psychobabble,Frou Frou,,,239327,1152911,"indie, electronic, female vocalists"
Shh,Frou Frou,,,237630,1198661,"indie, electronic, female vocalists"
Flicks,Frou Frou,,,206992,976272,"indie, electronic, female vocalists"
Only Got One,Frou Frou,,,205704,915568,"indie, electronic, female vocalists"
MILLION DOLLAR BABY,Tommy Richman,,,1125448,13122846,"rnb, rap, funk"
DEVIL IS A LIE,Tommy Richman,,,350765,3129632,"rnb, rap, funk"
MILLION DOLLAR BABY (VHS),Tommy Richman,,,223898,1630346,"rnb, rap, funk"
LAST NITE,Tommy Richman,,,103560,454412,"rnb, rap, funk"
WHAT DO U LIKE,Tommy Richman,,,58720,245116,"rnb, rap, funk"
ELECTRIFY TONIGHT,Tommy Richman,,,53417,268405,"rnb, rap, funk"
ACTIN UP,Tommy Richman,,,52386,252840,"rnb, rap, funk"
THOUGHT YOU WERE THE ONE,Tommy Richman,,,48015,193375,"rnb, rap, funk"
WHITNEY,Tommy Richman,,,47550,180944,"rnb, rap, funk"
FEVER,Tommy Richman,,,45063,179046,"rnb, rap, funk"
NOSTYLIST,Destroy Lonely,,,413010,7362715,"opium, trap, rap"
if looks could kill,Destroy Lonely,,,378130,6740070,"opium, trap, rap"
Bane,Destroy Lonely,,,316561,4883558,"opium, trap, rap"
NEVEREVER,Destroy Lonely,,,254400,4446266,"opium, trap, rap"
JETLGGD,Destroy Lonely,,,232503,4258998,"opium, trap, rap"
how u feel?,Destroy Lonely,,,227276,3731470,"opium, trap, rap"
VETERAN (feat. Ken Carson),Destroy Lonely,,,217331,4084630,"opium, trap, rap"
VTMNTSCOAT,Destroy Lonely,,,171432,2852215,"opium, trap, rap"
In The Air,Destroy Lonely,,,165591,2638795,"opium, trap, rap"
F.U.N,Destroy Lonely,,,152019,2882395,"opium, trap, rap"
